 ASIGNATURA;TEMA O CONCEPTO;SOLO;BLOOM;TEMA_CLASIFICADO
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Programación clases y objetos en Java;Abstracto Extendido;Aplicar;Programación Java
ESTRUCTURAS DE DATOS;Pilas y colas;Abstracto Extendido;Analizar;Programación Java
ANÁLISIS Y DISEÑO DE ALGORITMOS;sucesiones series e inducción matemática;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;COMPLEJIDAD TEMPORAL;Multiestructural;Aplicar;Otros
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos de recomendación;Multiestructural;Aplicar;Algoritmia
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requerimientos Funcionales;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos en video juegos;Multiestructural;Aplicar;Algoritmia
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Recomendación proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Modelo conceptual;Abstracto Extendido;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;pseudocódigo;NO HAY VERBO;NO HAY VERBO;Algoritmia
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;Aplicación de algoritmos de ordenamiento;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;Álgoritmos;Multiestructural;Aplicar;Algoritmia
PROGRAMACIÓN IMPERATIVA;Promedio Ponderado;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;listas enlazadas;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;Namespace para cuenta de gitlab;Abstracto Extendido;Evaluar;Otros
ALGORITMIA Y PROGRAMACIÓN;ESTRUCTURACIÓN DE PROBLEMAS;NO HAY VERBO;NO HAY VERBO;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Modelo Vista Controlador;Abstracto Extendido;Aplicar;Proyecto Integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Validación del modelo de clases;Abstracto Extendido;Aplicar;Investigación
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Validación del alcance del software;Abstracto Extendido;Aplicar;Investigación
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Arraylist ;Abstracto Extendido;Aplicar;Programación Java
ESTRUCTURAS DE DATOS;Pilas y Colas;Abstracto Extendido;Analizar;Programación Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Modelado con UML;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Estructuras arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores matrices apuntadores funciones en C++;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Estructuras y apuntadores;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Revisión de código con énfasis en condicionales en código Java;Multiestructural;Comprender;Programación Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Modelado con UML;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;ciclos y funciones;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;apuntadores;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Archivos;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso y uml;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;ArrayList;Abstracto Extendido;Aplicar;Programación Java
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Grafos;Abstracto Extendido;Analizar;Otros
PROGRAMACIÓN IMPERATIVA;ciclos y funciones;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;apuntadores;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Archivos;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Arraylist;Abstracto Extendido;Aplicar;Programación Java
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
PROGRAMACIÓN IMPERATIVA;ciclos y funciones;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;apuntadores;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;archivos;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso y UML;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;ArrayList UML;Abstracto Extendido;Aplicar;Programación Java
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Grafos;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ALGORITMIA Y PROGRAMACIÓN;Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador ? Diseño de página web ? concientización contaminación ambiental.;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Revisión documento EL CAMBIO CLIMÁTICO Y SUS EFECTOS EN LA AGRICULTURA COLOMBIANA;Multiestructural;Comprender;Investigación
ESTRUCTURAS DE DATOS;Diagrama de clases y casos de uso;Abstracto Extendido;Analizar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Relaciones y casos de uso;Abstracto Extendido;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;Revisión documento APLICACIÓN CERO COLILLAS EN LAS ZONAS ALEDAÑAS DE LA UNIVERSIDAD CATOLICA DE COLOMBIA;Multiestructural;Comprender;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Revisión documento APLICACIÓN CERO COLILLAS EN LAS ZONAS ALEDAÑAS DE LA UNIVERSIDAD CATOLICA DE COLOMBIA;Multiestructural;Comprender;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Arreglos y matrices;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Revisión documento APLICACIÓN CERO COLILLAS EN LAS ZONAS ALEDAÑAS DE LA UNIVERSIDAD CATOLICA DE COLOMBIA;Multiestructural;Comprender;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Funciones en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Sentencias de Decisión y Ciclos en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y funciones en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y apuntadores en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Ejercicios prácticos de arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Estructuras arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Manejo de archivos en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y Matrices en C ;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Casos de uso;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;UML;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Definición de problema ? Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Diseño en Uml ;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Interfaz gráfica en Java;Abstracto Extendido;Aplicar;Programación Java
ALGORITMIA Y PROGRAMACIÓN;Revisión documento DISEÑO E IMPLEMENTACIÓN DE UN SISTEMA DE VISIÓN ARTIFICIAL PARA DETECTAR BASURAS;Multiestructural;Comprender;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Ciclos;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Arreglos;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Arreglos;Abstracto Extendido;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador - Sistema de visión artificial;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Revisión documento DISEÑO E IMPLEMENTACIÓN DE UN SISTEMA DE VISIÓN ARTIFICIAL PARA DETECTAR BASURAS;Multiestructural;Comprender;Proyecto Integrador
ESTRUCTURAS DE DATOS;multilistas;Abstracto Extendido;Analizar;Programación Python
ALGORITMIA Y PROGRAMACIÓN;Revisión documento DISEÑO E IMPLEMENTACIÓN DE UN SISTEMA DE VISIÓN ARTIFICIAL PARA DETECTAR BASURAS;Multiestructural;Comprender;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Funciones en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Sentencias de Decisión y Ciclos en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y apuntadores en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Ejercicios prácticos de arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores matrices apuntadores funciones en C++;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Uml;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ALGORITMIA Y PROGRAMACIÓN;Revisión proyecto integrador;Multiestructural;Comprender;Proyecto Integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Diseño en uml;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Uml;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Lista enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Grafos;Abstracto Extendido;Analizar;Otros
ALGORITMIA Y PROGRAMACIÓN;Revisión proyecto integrador;Multiestructural;Comprender;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Ejercicios prácticos de arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;Revisión proyecto integrador;Multiestructural;Comprender;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Arreglos;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador ? Diseño de página web ? concientización contaminación ambiental.;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Revisión documento EL CAMBIO CLIMÁTICO Y SUS EFECTOS EN LA AGRICULTURA COLOMBIANA;Multiestructural;Comprender;Investigación
PROGRAMACIÓN IMPERATIVA;Estructuras arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Funciones ;Abstracto Extendido;Aplicar;Otros
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador - Sistema de visión artificial;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Revisión documento DISEÑO E IMPLEMENTACIÓN DE UN SISTEMA DE VISIÓN ARTIFICIAL PARA DETECTAR BASURAS;Multiestructural;Comprender;Proyecto Integrador
ESTRUCTURAS DE DATOS;listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ANÁLISIS Y DISEÑO DE ALGORITMOS;APLICAICÓN DE ALGORITMOS;Multiestructural;Aplicar;Algoritmia
ANÁLISIS Y DISEÑO DE ALGORITMOS;ALGORITMOS DE ORDENAMIENTO;Multiestructural;Aplicar;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador - Sistema de reutilización de aguas residuales;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Definición de problema en proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Revisión de pregunta problema y justificación de proyecto integrador;Preestructural;Recordar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Arreglos y matrices;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Revisión documento Recolección de agua lluvia para su uso en cultivos;Multiestructural;Comprender;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Funciones en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y apuntadores en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Ejercicios prácticos de arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Estructuras arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y Matrices en C ;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Casos de uso.;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Definición de problema ? Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas ;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Diseño uml ;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Interfaz gráfica en Java;Abstracto Extendido;Aplicar;Programación Java
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador - Sistema de reutilización de aguas residuales;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Definición de problema en proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Revisión de pregunta problema y justificación de proyecto integrador;Preestructural;Recordar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;Arreglos y matrices;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMIA Y PROGRAMACIÓN;Revisión documento Recolección de agua lluvia para su uso en cultivos;Multiestructural;Comprender;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Funciones en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Sentencias de Decisión y Ciclos en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y funciones en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y apuntadores en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Ejercicios prácticos de arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Estructuras arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Vectores y Matrices en C ;Abstracto Extendido;Aplicar;Otros
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Casos de uso ;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Definición de problema ? Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Interfaz gráfica en Java;Abstracto Extendido;Aplicar;Programación Java
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;ESPECIFICACIÓN DEL PROBLEMA DE INVESTIGACIÓN PARA SOLUCIONARLO ATRAVÉS DE PROGRAMACIÓN EN VBA;Multiestructural;Aplicar;Programación VBA
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;CREACIÓN DE FORMULARIOS DE INTERFAZ DE USUARIO EN VBA;NO HAY VERBO;NO HAY VERBO;Programación VBA
ALGORITMIA Y PROGRAMACIÓN;INTEGRACION DE SENTENCIAS REPETITIVAS Y CONDICIONALES AL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Proyecto Integrador
ALGORITMIA Y PROGRAMACIÓN;CREACIÓN DE FORMULARIOS DE INTERFAZ DE USUARIO EN VBA;NO HAY VERBO;NO HAY VERBO;Programación VBA
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Estructuras y apuntadores;Abstracto Extendido;Analizar;Otros
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas Doblemente Enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;interfaces graficas;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Árboles;Abstracto Extendido;Analizar;Programación Robot
ALGORITMIA Y PROGRAMACIÓN;Revisión documento APLICACIÓN CERO COLILLAS EN LAS ZONAS ALEDAÑAS DE LA UNIVERSIDAD CATOLICA DE COLOMBIA;Multiestructural;Comprender;Proyecto Integrador
ESTRUCTURAS DE DATOS;Listas Enlazadas;Abstracto Extendido;Analizar;Programación Python
ALGORITMIA Y PROGRAMACIÓN;MATRICES Y VECTORES EN VBA INTEGRADOS AL PROYECTO INTEGRADOR;Abstracto Extendido;Aplicar;Programación VBA
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;Requerimientos;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;documentación;Abstracto Extendido;Evaluar;Otros
INGENIERÍA DE SOFTWARE;cronograma de actividades;Abstracto Extendido;Evaluar;Otros
ESTRUCTURAS DE DATOS;listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Modelo conceptual;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;Namespace para cuenta de gitlab;Abstracto Extendido;Evaluar;Otros
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
ESTRUCTURAS DE DATOS;Listas enlazadas;Abstracto Extendido;Analizar;Programación Python
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requisitos funcionales y no funcionales en Proyecto integrador;Abstracto Extendido;Aplicar;Proyecto Integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Revisión de código con énfasis en condicionales en código Java;Multiestructural;Comprender;Programación Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Modelado a través de UML;Abstracto Extendido;Aplicar;Otros
ESTRUCTURAS DE DATOS;Multilistas;Abstracto Extendido;Analizar;Programación Python
INGENIERÍA DE SOFTWARE;Namespace para cuenta de gitlab;Abstracto Extendido;Evaluar;Otros
ALGORITMIA Y PROGRAMACIÓN;Manejo de lista en MatLab;NO HAY VERBO;NO HAY VERBO;Programación Python
ALGORITMIA Y PROGRAMACIÓN;Pregunta de investigación para algoritmos de perfilamiento de clientes;Preestructural;Recordar;Algoritmia
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;FORMALIZACION DE OBJETIVOS PARA LA APLICACIÓN DE RESTAURANTE;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Estructura del dataset de perfilamiento de clientes;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Flujo de trabajo en el Software knime para el dataset del vino;NO HAY VERBO;NO HAY VERBO;Otros
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Machine learning;NO HAY VERBO;NO HAY VERBO;Algoritmia
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Algoritmos de predicción;NO HAY VERBO;NO HAY VERBO;Algoritmia
ALGORITMIA Y PROGRAMACIÓN;Revisión documento DISEÑO E IMPLEMENTACIÓN DE UN SISTEMA DE VISIÓN ARTIFICIAL PARA DETECTAR BASURAS;Multiestructural;Comprender;Proyecto Integrador
PROGRAMACIÓN IMPERATIVA;Estructuras arreglos y matrices en C++;Abstracto Extendido;Aplicar;Otros
PROGRAMACIÓN IMPERATIVA;Archivos;Abstracto Extendido;Aplicar;Otros
INGENIERÍA DE SOFTWARE;Concepción del ciclo de vida desde el enfoque DevOps asociado a SCRUM;Abstracto Extendido;Evaluar;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Metodología RMI;NO HAY VERBO;NO HAY VERBO;Otros
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Arquitectura de software;NO HAY VERBO;NO HAY VERBO;Otros
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Accesos a gitlab;NO HAY VERBO;NO HAY VERBO;Otros
