 ASIGNATURA;TEMA O CONCEPTO
ALGORITMIA Y PROGRAMACIÓN;ESPECIFICACIÓN DEL PROBLEMA DE INVESTIGACIÓN PARA SOLUCIONARLO ATRAVÉS DE PROGRAMACIÓN EN VBA
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;CREACIÓN DE FORMULARIOS DE INTERFAZ DE USUARIO EN VBA
ALGORITMIA Y PROGRAMACIÓN;INTEGRACION DE SENTENCIAS REPETITIVAS Y CONDICIONALES AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;CREACIÓN DE FORMULARIOS DE INTERFAZ DE USUARIO EN VBA
ESTRUCTURAS DE DATOS;Listas Enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Estructuras y apuntadores
ESTRUCTURAS DE DATOS;Listas Enlazadas
ESTRUCTURAS DE DATOS;Listas Doblemente Enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;interfaces graficas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Árboles
ALGORITMIA Y PROGRAMACIÓN;Revisión documento APLICACIÓN CERO COLILLAS EN LAS ZONAS ALEDAÑAS DE LA UNIVERSIDAD CATOLICA DE COLOMBIA
ESTRUCTURAS DE DATOS;Listas Enlazadas
ALGORITMIA Y PROGRAMACIÓN;MATRICES Y VECTORES EN VBA INTEGRADOS AL PROYECTO INTEGRADOR
ESTRUCTURAS DE DATOS;Multilistas
INGENIERÍA DE SOFTWARE;Requerimientos
INGENIERÍA DE SOFTWARE;documentación
INGENIERÍA DE SOFTWARE;cronograma de actividades
ESTRUCTURAS DE DATOS;listas enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Modelo conceptual
INGENIERÍA DE SOFTWARE;Namespace para cuenta de gitlab
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Requisitos funcionales y no funcionales en Proyecto integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Revisión de código con énfasis en condicionales en código Java
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Modelado a través de UML
ESTRUCTURAS DE DATOS;Multilistas
INGENIERÍA DE SOFTWARE;Namespace para cuenta de gitlab
ALGORITMIA Y PROGRAMACIÓN;Manejo de lista en MatLab
ALGORITMIA Y PROGRAMACIÓN;Pregunta de investigación para algoritmos de perfilamiento de clientes
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;FORMALIZACION DE OBJETIVOS PARA LA APLICACIÓN DE RESTAURANTE
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Estructura del dataset de perfilamiento de clientes
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Flujo de trabajo en el Software knime para el dataset del vino
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Machine learning
ALGORITMOS Y ANÁLISIS ESTOCÁSTICO;Algoritmos de predicción
ALGORITMIA Y PROGRAMACIÓN;Revisión documento DISEÑO E IMPLEMENTACIÓN DE UN SISTEMA DE VISIÓN ARTIFICIAL PARA DETECTAR BASURAS
PROGRAMACIÓN IMPERATIVA;Estructuras arreglos y matrices en C++
PROGRAMACIÓN IMPERATIVA;Archivos
INGENIERÍA DE SOFTWARE;Concepción del ciclo de vida desde el enfoque DevOps asociado a SCRUM
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Metodología RMI
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Arquitectura de software
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Accesos a gitlab
INGENIERÍA WEB;Revisión Endpoints
CONSTRUCCIÓN DE SOFTWARE;desarrollo web
CONSTRUCCIÓN DE SOFTWARE;programación web 
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador - Sistema de reutilización de aguas residuales
ALGORITMIA Y PROGRAMACIÓN;Definición de problema en proyecto integrador
ALGORITMIA Y PROGRAMACIÓN;Revisión de pregunta problema y justificación de proyecto integrador
ALGORITMIA Y PROGRAMACIÓN;Proyecto Integrador 
ALGORITMIA Y PROGRAMACIÓN;Arreglos y matrices
ALGORITMIA Y PROGRAMACIÓN;Revisión documento Recolección de agua lluvia para su uso en cultivos
PROGRAMACIÓN IMPERATIVA;Funciones en C++
PROGRAMACIÓN IMPERATIVA;Sentencias de Decisión y Ciclos en C++
PROGRAMACIÓN IMPERATIVA;Vectores y Matrices en C 
ESTRUCTURAS DE DATOS;Estructuras y apuntadores
ESTRUCTURAS DE DATOS;Solución de problema en C++
ESTRUCTURAS DE DATOS;Listas Doblemente Enlazadas
ESTRUCTURAS DE DATOS;Listas Doblemente Enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;interfaces graficas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Árboles
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;MATRICES Y VECTORES EN VBA INTEGRADOS AL PROYECTO INTEGRADOR
PROGRAMACIÓN IMPERATIVA;Funciones en C++
PROGRAMACIÓN IMPERATIVA;Sentencias de Decisión y Ciclos en C++
PROGRAMACIÓN IMPERATIVA;Ejercicios prácticos de arreglos y matrices en C++
PROGRAMACIÓN IMPERATIVA;Estructuras arreglos y matrices en C++
PROGRAMACIÓN IMPERATIVA;Vectores matrices apuntadores funciones en C++
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Vending machine y su funcionamiento por objetos
ALGORITMIA Y PROGRAMACIÓN;IMPRESION 3D
ALGORITMIA Y PROGRAMACIÓN;DISEÑOS PARA IMPRESION 3D
ALGORITMIA Y PROGRAMACIÓN;USO DE IMPRESORA 3D
ALGORITMIA Y PROGRAMACIÓN;FABRICACIÓN IMPRESORAS 3D
ALGORITMIA Y PROGRAMACIÓN;FABRICACIÓN PIEZAS 3D EN IMPRESORA
ANÁLISIS Y DISEÑO DE ALGORITMOS;funcion matplotlib
ANÁLISIS Y DISEÑO DE ALGORITMOS;ecuacion caracterìstica
ANÁLISIS Y DISEÑO DE ALGORITMOS;recurrencias y ecuacion equivalente
ANÁLISIS Y DISEÑO DE ALGORITMOS;multipicidad de raices
ANÁLISIS Y DISEÑO DE ALGORITMOS;multiplicad mayor a 1
ANÁLISIS Y DISEÑO DE ALGORITMOS;algoritmo ruta màs corta vía matrices
ANÁLISIS Y DISEÑO DE ALGORITMOS;ecuaciones de recurrencia
ARQUITECTURA DE SOFTWARE;Codificación de Python para manejo de instancias en uso de listas.
ARQUITECTURA DE SOFTWARE;Programa de python MVC error de conexión db
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Transacción a 2 Fases - 2PC, Transacción a 3 Fases - 3PC, Bloqueo a 2 Fases - 2PL  
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;Colaboración en registro de Ppt de todas las exposiciones. Transacción a 2 Fases - 2PC, Transacción a 3 Fases - 3PC, Bloqueo a 2 Fases - 2PL  
ARQUITECTURA DE SOFTWARE;Revisión de temas tratados (TIMESTAMP) para próxima evaluación.
SISTEMAS DISTRIBUIDOS COMPUTACIONALES;CORBA CONCEPTO HISTORIA Y CARACTERISTICAS
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;MATRICES Y VECTORES EN VBA INTEGRADOS AL PROYECTO INTEGRADOR
PROGRAMACIÓN IMPERATIVA;Funciones en C++
PROGRAMACIÓN IMPERATIVA;Sentencias de Decisión y Ciclos en C++
PROGRAMACIÓN IMPERATIVA;Vectores y apuntadores en C++
PROGRAMACIÓN IMPERATIVA;Ejercicios prácticos de arreglos y matrices en C++
PROGRAMACIÓN IMPERATIVA;Estructuras arreglos y matrices en C++
PROGRAMACIÓN IMPERATIVA;Vectores matrices apuntadores funciones en C++
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Diseño en UML
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Uml
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;ArrayList
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Grafos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Diseño en UML
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Uml
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Grafos
ALGORITMIA Y PROGRAMACIÓN;ESPECIFICACIÓN DEL PROBLEMA DE INVESTIGACIÓN PARA SOLUCIONARLO ATRAVÉS DE PROGRAMACIÓN EN VBA
ALGORITMIA Y PROGRAMACIÓN;MATRICES Y VECTORES EN VBA INTEGRADOS AL PROYECTO INTEGRADOR
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Modelado con UML
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Árboles AVL
ALGORITMIA Y PROGRAMACIÓN;ESPECIFICACIÓN DEL PROBLEMA DE INVESTIGACIÓN PARA SOLUCIONARLO ATRAVÉS DE PROGRAMACIÓN EN VBA
ALGORITMIA Y PROGRAMACIÓN;MATRICES Y VECTORES EN VBA INTEGRADOS AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;ESPECIFICACIÓN DEL PROBLEMA DE INVESTIGACIÓN PARA SOLUCIONARLO ATRAVÉS DE PROGRAMACIÓN EN VBA
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;ESPECIFICACIÓN DEL PROBLEMA DE INVESTIGACIÓN PARA SOLUCIONARLO ATRAVÉS DE PROGRAMACIÓN EN VBA
ALGORITMIA Y PROGRAMACIÓN;PROGRAMACIÓN APLICADA AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;INTEGRACION DE SENTENCIAS REPETITIVAS Y CONDICIONALES AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;MATRICES Y VECTORES EN VBA INTEGRADOS AL PROYECTO INTEGRADOR
ALGORITMIA Y PROGRAMACIÓN;CREACIÓN DE FORMULARIOS DE INTERFAZ DE USUARIO EN VBA
ESTRUCTURAS DE DATOS;Listas Enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Security network architecture
ALGORITMIA Y PROGRAMACIÓN;Proyecto integrador
ALGORITMIA Y PROGRAMACIÓN;Algoritmos para aplicaciones
ALGORITMIA Y PROGRAMACIÓN;Investigación algoritmos para web services
ESTRUCTURAS DE DATOS;Multilistas
ALGORITMIA Y PROGRAMACIÓN;Investigación algoritmos para web services
PROGRAMACIÓN IMPERATIVA;Funciones 
PROGRAMACIÓN IMPERATIVA;librerías en c++
ALGORITMIA Y PROGRAMACIÓN;Diagramas de flujo
ALGORITMIA Y PROGRAMACIÓN;Proyecto integrador
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Pilares de la programación orientada objetos
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas 
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Ejercicio multilistas
ESTRUCTURAS DE DATOS;Grafos
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
ALGORITMIA Y PROGRAMACIÓN;Pseudocódigo
ESTRUCTURAS DE DATOS;Multilistas para máquinas dispensadoras   
ALGORITMIA Y PROGRAMACIÓN;Pseudocódigos
ESTRUCTURAS DE DATOS;Multilistas 
ESTRUCTURAS DE DATOS;Grafos
PROGRAMACIÓN IMPERATIVA;Vectores/arreglos
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN IMPERATIVA;matrices en C++
PROGRAMACIÓN IMPERATIVA;Administración de proyectos
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas 
ESTRUCTURAS DE DATOS;Multilistas  
ARQUITECTURA DE SOFTWARE;Reglas del tena de exposición.
ARQUITECTURA DE SOFTWARE;PEER TO PEER
ARQUITECTURA DE SOFTWARE;TIPOS DE DIAGRAMAS UML CONCEPTOS PROPIEDADES Y USOS
ARQUITECTURA DE SOFTWARE;Atributos de calidad y sus características en el desarrollo de software.
PROGRAMACIÓN IMPERATIVA;Struct 
PROGRAMACIÓN IMPERATIVA;Archivos
PROGRAMACIÓN IMPERATIVA;Archivos en c++
ESTRUCTURAS DE DATOS;Pilas y colas
ESTRUCTURAS DE DATOS;Multilistas para máquinas dispensadoras   
ESTRUCTURAS DE DATOS;Lisas enlazadas y apuntadores
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Multilistas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia y polimorfismo 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Interfaz gráfica en java
ESTRUCTURAS DE DATOS;Árboles n-arios
ALGORITMIA Y PROGRAMACIÓN;Investigación algoritmos para gaming
ESTRUCTURAS DE DATOS;Listas enlazadas 
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;árboles
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
ALGORITMIA Y PROGRAMACIÓN;Apoyo revisión metodología de investigación
ALGORITMIA Y PROGRAMACIÓN;Proyecto integrador
ALGORITMIA Y PROGRAMACIÓN;Revisión de proyecto de aplicación en Python
ALGORITMIA Y PROGRAMACIÓN;Validación proyecto integrador
ALGORITMIA Y PROGRAMACIÓN;Consulta Proyecto integrador
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;archivos
PROGRAMACIÓN IMPERATIVA;archivos
ESTRUCTURAS DE DATOS;Multilistas para máquinas dispensadoras   
ESTRUCTURAS DE DATOS;Ejercicio Multilistas máquinas dispensadoras 
ALGORITMIA Y PROGRAMACIÓN;Diagramas de flujo
ALGORITMIA Y PROGRAMACIÓN;Diagramas de flujo
ALGORITMIA Y PROGRAMACIÓN;Investigación algoritmos para web services
PROGRAMACIÓN IMPERATIVA;Funciones 
ESTRUCTURAS DE DATOS;Multilistas 
ESTRUCTURAS DE DATOS;Árboles AVL 
PROGRAMACIÓN IMPERATIVA;lenguaje c++
PROGRAMACIÓN IMPERATIVA;Funciones 
PROGRAMACIÓN IMPERATIVA;Listas enlazadas
PROGRAMACIÓN IMPERATIVA;Listas enlazadas
ALGORITMIA Y PROGRAMACIÓN;Proyecto integrador
ALGORITMIA Y PROGRAMACIÓN;Revisión de proyecto de aplicación en Python
ALGORITMIA Y PROGRAMACIÓN;Procesos iterativos
ALGORITMIA Y PROGRAMACIÓN;Secuencias de codificación (Ingreso de datos)
ALGORITMIA Y PROGRAMACIÓN;Codificación algoritmos
ALGORITMIA Y PROGRAMACIÓN;Codificación algoritmos
ALGORITMIA Y PROGRAMACIÓN;Codificación de iteraciones
ALGORITMIA Y PROGRAMACIÓN;Codificación iteraciones
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;Archivos en c++
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
PROGRAMACIÓN IMPERATIVA;Archivos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
PROGRAMACIÓN IMPERATIVA;Arduino 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia y polimorfismo
PROGRAMACIÓN IMPERATIVA;Arduino en c++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
ESTRUCTURAS DE DATOS;Multilistas
PROGRAMACIÓN IMPERATIVA;struct
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Diseño de casos de uso en uml
ESTRUCTURAS DE DATOS;Multilista de brazo robótico
ESTRUCTURAS DE DATOS;Ejercicio mutlislitas brazo robótico 
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;struct
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;multilistas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Adicion en namespace de gitlan
PROGRAMACIÓN IMPERATIVA;Arduino 
ESTRUCTURAS DE DATOS;Multilistas   
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;struct
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
PROGRAMACIÓN IMPERATIVA;Struct
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
PROGRAMACIÓN IMPERATIVA;Arduino 
ESTRUCTURAS DE DATOS;Multilistas
ESTRUCTURAS DE DATOS;Árbol binario de búsqueda 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas 
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;Archivos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Casos de uso 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Diseño de casos de uso en uml
ESTRUCTURAS DE DATOS;Listas enlazadas
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;struct
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
PROGRAMACIÓN IMPERATIVA;arduino
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
PROGRAMACIÓN IMPERATIVA;Funciones en C++
PROGRAMACIÓN IMPERATIVA;Archivos
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilista para videojuego
ESTRUCTURAS DE DATOS;Mutilistas 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Interfaz gráfica de Java
PROGRAMACIÓN IMPERATIVA;Arduino 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia y polimorfismo
PROGRAMACIÓN IMPERATIVA;Struct
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia y polimorfismo
PROGRAMACIÓN IMPERATIVA;Arduino
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilista para minimercado  
PROGRAMACIÓN IMPERATIVA;Archivos
PROGRAMACIÓN IMPERATIVA;Archivos en c++
PROGRAMACIÓN IMPERATIVA;Archivos 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
ESTRUCTURAS DE DATOS;Lista enlazadas
ESTRUCTURAS DE DATOS;Multilistas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Diseño orientado a objetos
ESTRUCTURAS DE DATOS;Diagrama de clases
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;Archivos 
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;archivos
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Diseño de casos de uso en uml
ESTRUCTURAS DE DATOS;Ejercicio mutlislitas brazo robótico 
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;Struct
PROGRAMACIÓN IMPERATIVA;Archivos
PROGRAMACIÓN IMPERATIVA;arduino
ESTRUCTURAS DE DATOS;Diagrama de casos de uso
ESTRUCTURAS DE DATOS;Listas enlazadas
ESTRUCTURAS DE DATOS;Multilistas para productos de tienda
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Herencia y polimorfismo
PROGRAMACIÓN IMPERATIVA;struct
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Casos de uso 
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
ESTRUCTURAS DE DATOS;Listas enlazadas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;ArrayList
ESTRUCTURAS DE DATOS;Multilistas
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;Gui 
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
ALGORITMIA Y PROGRAMACIÓN;Matrices en python 
PROGRAMACIÓN IMPERATIVA;Funciones 
PROGRAMACIÓN IMPERATIVA;arduino
DISEÑO Y PROGRAMACIÓN ORIENTADA A OBJETOS;casos de uso
PROGRAMACIÓN IMPERATIVA;Struct
PROGRAMACIÓN IMPERATIVA;struct
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
ALGORITMIA Y PROGRAMACIÓN;Programación en PSEINT  
ALGORITMIA Y PROGRAMACIÓN;Uso de for 
ALGORITMIA Y PROGRAMACIÓN;arreglos unidimensaionales 
ALGORITMIA Y PROGRAMACIÓN;Variables y Tipos
ALGORITMIA Y PROGRAMACIÓN;Variables y tipos de algoritmos
ALGORITMIA Y PROGRAMACIÓN;Arreglos en Algoritmia y Programación
ALGORITMIA Y PROGRAMACIÓN;matrices y vectores
ALGORITMIA Y PROGRAMACIÓN;Programación Robot velocista
PROGRAMACIÓN IMPERATIVA;Matrices
PROGRAMACIÓN IMPERATIVA;Diseño prototipo
ALGORITMIA Y PROGRAMACIÓN;Programación de robot velocista con sensores
PROGRAMACIÓN IMPERATIVA;Matrices 
PROGRAMACIÓN IMPERATIVA;Simulación sensor ultrasonido y servomotor en Tinkecad 
PROGRAMACIÓN IMPERATIVA;diseño prototipo
ANÁLISIS Y DISEÑO DE ALGORITMOS;Algoritmos
ANÁLISIS Y DISEÑO DE ALGORITMOS;Big O
INGENIERÍA DE SOFTWARE;Adicion a namespace de gitlab
PROGRAMACIÓN IMPERATIVA;Matrices en C++
ESTRUCTURAS DE DATOS;´´Algebra Booleana
ESTRUCTURAS DE DATOS;Algebra Booleana
PROGRAMACIÓN IMPERATIVA;Matrices 
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Apuntadores
ALGORITMIA Y PROGRAMACIÓN;Introducción a Algoritmos
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN IMPERATIVA;Matrices en C++
ALGORITMIA Y PROGRAMACIÓN;Repetitivas o bucles
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN IMPERATIVA;Funciones en C
ALGORITMIA Y PROGRAMACIÓN;Estructuras repetitivas 
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Acompañamiento Aplicaciones con Views
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Manejo de Retrofit
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;aceptación estándares XML
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Acompañamiento Aplicaciones con Views
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;Manejo de retrofit
PROGRAMACIÓN PARA DISPOSITIVOS ANDROID;aceptación estándares XML
ALGORITMIA Y PROGRAMACIÓN;Uso de librería TK INter 
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN IMPERATIVA;Matrices en C++
ALGORITMIA Y PROGRAMACIÓN;Manejo de arreglos
PROGRAMACIÓN IMPERATIVA;Matrices en C++
PROGRAMACIÓN IMPERATIVA;Matrices en C++
ALGORITMIA Y PROGRAMACIÓN;Algoritmos
ESTRUCTURAS DE DATOS;Listas enlazadas
ALGORITMIA Y PROGRAMACIÓN;Estructuras repetitivas 
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Estructuras y uniones en C.  
ALGORITMIA Y PROGRAMACIÓN;Algoritmos
PROGRAMACIÓN IMPERATIVA;Matrices en c++
PROGRAMACIÓN IMPERATIVA;Matrices en C++
ALGORITMIA Y PROGRAMACIÓN;Diagramas de flujo
ALGORITMIA Y PROGRAMACIÓN;Resolución de DFD de acuerdo con la Norma ISO 5807
ALGORITMIA Y PROGRAMACIÓN;Diagrama de Gantt
ALGORITMIA Y PROGRAMACIÓN;Configuración Robot obstáculos
ALGORITMIA Y PROGRAMACIÓN;Arreglos y Tuplas en Python
ALGORITMIA Y PROGRAMACIÓN;Definición prototipo y diagrama de Gantt
ALGORITMIA Y PROGRAMACIÓN;Resolución de DFD de acuerdo con la Norma ISO 5807
ALGORITMIA Y PROGRAMACIÓN;Resolución de un Diagrama de Flujo Datos teniendo como referente para los objetos la Norma ISO 5807
ALGORITMIA Y PROGRAMACIÓN;Arreglos y tuplas en python
ALGORITMIA Y PROGRAMACIÓN;Arreglos y tuplas en Python
ESTRUCTURAS DE DATOS;álgebra booleana
ALGORITMIA Y PROGRAMACIÓN;Diseño de prototipo de Arduino y diagrama de Gantt
ESTRUCTURAS DE DATOS;Álgebra booleana
ALGORITMIA Y PROGRAMACIÓN;Resolución de DFD de acuerdo con la Norma ISO 5807
ALGORITMIA Y PROGRAMACIÓN;Arreglos en Phyton
ALGORITMIA Y PROGRAMACIÓN;Arreglos en Phyton
ESTRUCTURAS DE DATOS;Álgebra Booleana
ALGORITMIA Y PROGRAMACIÓN;Diagramas de flujo
ALGORITMIA Y PROGRAMACIÓN;Resolución de DFD de acuerdo con la Norma ISO 5807
ALGORITMIA Y PROGRAMACIÓN;Arreglos en Phytos
ALGORITMIA Y PROGRAMACIÓN;Diagrama de Gantt
ALGORITMIA Y PROGRAMACIÓN;Diagramas de flujo
ALGORITMIA Y PROGRAMACIÓN;serie fibonacci
ALGORITMIA Y PROGRAMACIÓN;Diagramas de flujo
PROGRAMACIÓN IMPERATIVA;Librerías
PROGRAMACIÓN IMPERATIVA;Apuntadores
ALGORITMIA Y PROGRAMACIÓN;Resolución de un Diagrama de Flujo Datos teniendo como referente para los objetos la Norma ISO 5807
ALGORITMIA Y PROGRAMACIÓN;Arreglos en python
ALGORITMIA Y PROGRAMACIÓN;Configuración Robot de obstáculos
